OBJECTID,FOD_ID,FIRE_NAME,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,COUNTY,FIPS_NAME
173028,174741,VELMA,,,1996,1970-01-01 00:00:00.002450156,74,1300.0,11.0,Powerline,1970-01-01 00:00:00.002450157,75.0,1900.0,1100.0,F,34.4143,-97.667,OK,,
173029,174742,LATTA,,,1996,1970-01-01 00:00:00.002450158,76,1100.0,11.0,Powerline,1970-01-01 00:00:00.002450158,76.0,1400.0,115.0,D,34.7501,-96.7503,OK,,
174284,176285,POWER LN.,,,1992,1970-01-01 00:00:00.002448916,295,1430.0,11.0,Powerline,1970-01-01 00:00:00.002448916,295.0,1600.0,0.5,B,35.4668,-83.3165,NC,,
174455,176456,DIXON,,,1999,1970-01-01 00:00:00.002451254,76,1600.0,11.0,Powerline,1970-01-01 00:00:00.002451254,76.0,1830.0,5.0,B,35.4845,-83.341,NC,,
174996,177020,,,,1994,1970-01-01 00:00:00.002449427,75,1120.0,11.0,Powerline,1970-01-01 00:00:00.002449427,75.0,1131.0,0.1,A,26.317,-80.9998,FL,,
175145,177169,TRANSFORME,,,1995,1970-01-01 00:00:00.002449854,137,1230.0,11.0,Powerline,1970-01-01 00:00:00.002449854,137.0,1320.0,0.2,A,35.4748,-83.3165,NC,,
175162,177186,SKOAL,,,1996,1970-01-01 00:00:00.002450198,116,1400.0,11.0,Powerline,1970-01-01 00:00:00.002450198,116.0,1700.0,2.5,B,35.5418,-83.2693,NC,,
177282,179417,TOOWINDY,,,1998,1970-01-01 00:00:00.002450927,114,1300.0,11.0,Powerline,1970-01-01 00:00:00.002450927,114.0,1830.0,200.0,D,45.8592,-100.4632,SD,,
177378,179513,NO. MAC,,,1999,1970-01-01 00:00:00.002451341,163,1445.0,11.0,Powerline,1970-01-01 00:00:00.002451341,163.0,1545.0,1.0,B,45.8694,-100.811,SD,,
177413,179548,HELLSGALE,,,1999,1970-01-01 00:00:00.002451482,304,1030.0,11.0,Powerline,1970-01-01 00:00:00.002451484,306.0,1800.0,5703.0,G,45.5033,-101.4207,SD,,
177636,179772,PONY,,,1995,1970-01-01 00:00:00.002449938,221,1610.0,11.0,Powerline,1970-01-01 00:00:00.002449938,221.0,1630.0,0.4,B,48.8519,-99.7679,ND,,
177690,179826,KEPLIN,,,1996,1970-01-01 00:00:00.002450213,131,1348.0,11.0,Powerline,1970-01-01 00:00:00.002450213,131.0,1410.0,0.3,B,48.8283,-99.8546,ND,,
177721,179857,TRUDY,,,1996,1970-01-01 00:00:00.002450232,150,1552.0,11.0,Powerline,1970-01-01 00:00:00.002450232,150.0,1622.0,0.5,B,48.8194,-100.0101,ND,,
178301,180439,KEITH,,,1999,1970-01-01 00:00:00.002451341,163,1630.0,11.0,Powerline,1970-01-01 00:00:00.002451341,163.0,1718.0,1.0,B,48.8511,-99.7671,ND,,
178556,180698,A.ISBURG,,,1994,1970-01-01 00:00:00.002449544,192,1600.0,11.0,Powerline,1970-01-01 00:00:00.002449544,192.0,1730.0,1.2,B,44.0192,-99.3279,SD,,
178559,180701,POWERLINE,,,1994,1970-01-01 00:00:00.002449579,227,1045.0,11.0,Powerline,1970-01-01 00:00:00.002449579,227.0,1100.0,0.3,B,44.068,-99.4379,SD,,
178778,180921,TRANSFORM,,,1992,1970-01-01 00:00:00.002448851,230,2030.0,11.0,Powerline,1970-01-01 00:00:00.002448851,230.0,2230.0,0.1,A,45.0166,-101.1754,SD,,
178876,181019,ROUSSEAU,,,1994,1970-01-01 00:00:00.002449544,192,1500.0,11.0,Powerline,1970-01-01 00:00:00.002449544,192.0,1630.0,2.0,B,45.3375,-100.6668,SD,,
178878,181021,LANTRY,,,1994,1970-01-01 00:00:00.002449550,198,1400.0,11.0,Powerline,1970-01-01 00:00:00.002449550,198.0,1430.0,0.1,A,45.0158,-101.431,SD,,
178902,181045,REAHAY,,,1994,1970-01-01 00:00:00.002449602,250,1445.0,11.0,Powerline,1970-01-01 00:00:00.002449602,250.0,1530.0,0.2,A,44.8639,-101.1346,SD,,
178918,181061,STARR,,,1994,1970-01-01 00:00:00.002449639,287,1600.0,11.0,Powerline,1970-01-01 00:00:00.002449639,287.0,1700.0,193.6,D,44.9936,-101.6865,SD,,
178948,181091,LA CREEK,,,1995,1970-01-01 00:00:00.002449963,246,1400.0,11.0,Powerline,1970-01-01 00:00:00.002449963,246.0,1645.0,4.7,B,45.1383,-100.6504,SD,,
178950,181093,RIDGEVIEW,,,1995,1970-01-01 00:00:00.002449964,247,1330.0,11.0,Powerline,1970-01-01 00:00:00.002449964,247.0,1430.0,0.4,B,45.0886,-100.751,SD,,
179010,181153,OIL WELL,,,1996,1970-01-01 00:00:00.002450302,220,1025.0,11.0,Powerline,1970-01-01 00:00:00.002450302,220.0,1300.0,11.5,C,45.0569,-101.4838,SD,,
179023,181166,3RIVERSFM.,,,1996,1970-01-01 00:00:00.002450321,239,1015.0,11.0,Powerline,1970-01-01 00:00:00.002450321,239.0,1200.0,112.2,D,45.4583,-100.3976,SD,,
179111,181254,RU#170,,,1998,1970-01-01 00:00:00.002450925,112,600.0,11.0,Powerline,1970-01-01 00:00:00.002450925,112.0,700.0,0.1,A,45.2472,-101.2227,SD,,
179160,181303,KELLER,,,1998,1970-01-01 00:00:00.002451065,252,1615.0,11.0,Powerline,1970-01-01 00:00:00.002451065,252.0,1700.0,1.5,B,44.8083,-101.4171,SD,,
179191,181334,BIRD1,,,1999,1970-01-01 00:00:00.002451399,221,1230.0,11.0,Powerline,1970-01-01 00:00:00.002451399,221.0,1400.0,3.5,B,45.0611,-100.3574,SD,,
179268,181411,POWER,,,1994,1970-01-01 00:00:00.002449432,80,1600.0,11.0,Powerline,1970-01-01 00:00:00.002449432,80.0,1830.0,1.5,B,44.275,-100.0504,SD,,
179277,181420,POLE,,,1994,1970-01-01 00:00:00.002449504,152,1830.0,11.0,Powerline,1970-01-01 00:00:00.002449504,152.0,2100.0,1.0,B,44.1569,-99.5851,SD,,
179687,181830,BLACK ELK,,,1994,1970-01-01 00:00:00.002449458,106,1200.0,11.0,Powerline,1970-01-01 00:00:00.002449458,106.0,1400.0,1.5,B,43.2014,-102.4866,SD,,
180153,182296,BUCKLECRK,,,1996,1970-01-01 00:00:00.002450198,116,1100.0,11.0,Powerline,1970-01-01 00:00:00.002450198,116.0,1405.0,2.5,B,43.5805,-102.5949,SD,,
180171,182314,MDONNA,,,1996,1970-01-01 00:00:00.002450230,148,800.0,11.0,Powerline,1970-01-01 00:00:00.002450230,148.0,830.0,0.1,A,43.0305,-102.5641,SD,,
180553,182696,BOOB,,,1998,1970-01-01 00:00:00.002450851,38,1925.0,11.0,Powerline,1970-01-01 00:00:00.002450851,38.0,2010.0,40.0,C,43.0417,-102.5004,SD,,
180590,182733,RED WATER,,,1998,1970-01-01 00:00:00.002450895,82,1440.0,11.0,Powerline,1970-01-01 00:00:00.002450895,82.0,1830.0,250.0,D,43.5028,-102.1115,SD,,
180904,183047,TRANS,,,1999,1970-01-01 00:00:00.002451379,201,2100.0,11.0,Powerline,1970-01-01 00:00:00.002451379,201.0,2200.0,0.1,A,43.0222,-102.5421,SD,,
180950,183093,WARD,,,1999,1970-01-01 00:00:00.002451456,278,1720.0,11.0,Powerline,1970-01-01 00:00:00.002451456,278.0,1735.0,0.1,A,43.0292,-102.5532,SD,,
180955,183098,RED SHIRT,,,1999,1970-01-01 00:00:00.002451460,282,1420.0,11.0,Powerline,1970-01-01 00:00:00.002451460,282.0,2020.0,200.0,D,43.6694,-102.906,SD,,
180984,183127,BROKENLINE,,,1999,1970-01-01 00:00:00.002451484,306,200.0,11.0,Powerline,1970-01-01 00:00:00.002451484,306.0,400.0,0.1,A,43.0958,-102.6004,SD,,
181156,183299,COP,,,1992,1970-01-01 00:00:00.002448856,235,2202.0,11.0,Powerline,1970-01-01 00:00:00.002448856,235.0,2305.0,0.1,A,43.2528,-100.8393,SD,,
181237,183381,BEANIE,,,1993,1970-01-01 00:00:00.002449102,115,1930.0,11.0,Powerline,1970-01-01 00:00:00.002449102,115.0,2100.0,7.0,B,43.2722,-100.8157,SD,,
181393,183539,DONNA FYE,,,1994,1970-01-01 00:00:00.002449450,98,1705.0,11.0,Powerline,1970-01-01 00:00:00.002449450,98.0,2359.0,320.0,E,43.6292,-100.7999,SD,,
181665,183812,POW WOW,,,1995,1970-01-01 00:00:00.002449955,238,2145.0,11.0,Powerline,1970-01-01 00:00:00.002449955,238.0,2245.0,0.1,A,43.2439,-100.8476,SD,,
181707,183854,BURNETTE,,,1995,1970-01-01 00:00:00.002450007,290,1117.0,11.0,Powerline,1970-01-01 00:00:00.002450007,290.0,1800.0,184.0,D,43.7722,-100.8726,SD,,
181745,183892,POWER LINE,,,1996,1970-01-01 00:00:00.002450123,41,2119.0,11.0,Powerline,1970-01-01 00:00:00.002450123,41.0,2320.0,0.1,A,43.2094,-100.9001,SD,,
181780,183927,RING THUND,,,1996,1970-01-01 00:00:00.002450183,101,1107.0,11.0,Powerline,1970-01-01 00:00:00.002450183,101.0,1300.0,3.6,B,43.3175,-100.7071,SD,,
181785,183932,POWER LINE,,,1996,1970-01-01 00:00:00.002450185,103,1949.0,11.0,Powerline,1970-01-01 00:00:00.002450185,103.0,2150.0,0.1,A,43.2311,-100.8663,SD,,
181876,184023,W.R.,,,1996,1970-01-01 00:00:00.002450322,240,1255.0,11.0,Powerline,1970-01-01 00:00:00.002450322,240.0,1500.0,1.0,B,43.6258,-101.0296,SD,,
181960,184107,MANY HORSE,,,1997,1970-01-01 00:00:00.002450577,129,1133.0,11.0,Powerline,1970-01-01 00:00:00.002450577,129.0,1330.0,0.5,B,43.1433,-100.9099,SD,,
181968,184115,FIRE TREE,,,1997,1970-01-01 00:00:00.002450603,155,1334.0,11.0,Powerline,1970-01-01 00:00:00.002450603,155.0,1530.0,0.1,A,43.2117,-100.9618,SD,,
182080,184228,POLE TOP,,,1997,1970-01-01 00:00:00.002450779,331,1342.0,11.0,Powerline,1970-01-01 00:00:00.002450779,331.0,1542.0,0.1,A,43.2431,-101.1126,SD,,
182090,184238,WALKING E,,,1998,1970-01-01 00:00:00.002450820,7,1538.0,11.0,Powerline,1970-01-01 00:00:00.002450820,7.0,1900.0,2.0,B,43.0581,-101.0179,SD,,
182120,184268,BROKEN LEG,,,1998,1970-01-01 00:00:00.002450927,114,1128.0,11.0,Powerline,1970-01-01 00:00:00.002450927,114.0,1325.0,5.0,B,43.3372,-101.0196,SD,,
182127,184275,CADILLAC,,,1998,1970-01-01 00:00:00.002450935,122,1315.0,11.0,Powerline,1970-01-01 00:00:00.002450935,122.0,1630.0,0.1,A,43.5619,-100.7449,SD,,
182128,184276,LEADERCHAR,,,1998,1970-01-01 00:00:00.002450935,122,1530.0,11.0,Powerline,1970-01-01 00:00:00.002450935,122.0,1800.0,0.1,A,43.2697,-100.8574,SD,,
182157,184305,LITE POLE,,,1998,1970-01-01 00:00:00.002451012,199,2055.0,11.0,Powerline,1970-01-01 00:00:00.002451012,199.0,2250.0,0.1,A,43.2325,-100.8538,SD,,
182268,184416,FARLEY,,,1999,1970-01-01 00:00:00.002451263,85,1730.0,11.0,Powerline,1970-01-01 00:00:00.002451263,85.0,2359.0,5.0,B,43.3167,-100.419,SD,,
182318,184467,MANY SUE,,,1999,1970-01-01 00:00:00.002451383,205,1141.0,11.0,Powerline,1970-01-01 00:00:00.002451383,205.0,1341.0,0.1,A,43.1022,-101.0365,SD,,
182354,184503,POWERLINE,,,1999,1970-01-01 00:00:00.002451420,242,1424.0,11.0,Powerline,1970-01-01 00:00:00.002451420,242.0,1624.0,0.1,A,43.3017,-100.6326,SD,,
182386,184535,FORTUNE,FORTUNE,,1999,1970-01-01 00:00:00.002451483,305,1.0,11.0,Powerline,1970-01-01 00:00:00.002451483,305.0,1800.0,1782.0,F,43.6925,-101.1065,SD,,
182538,184692,TRANSFORM,,,1999,1970-01-01 00:00:00.002451425,247,1200.0,11.0,Powerline,1970-01-01 00:00:00.002451425,247.0,1300.0,1.0,B,41.9825,-92.646,IA,,
185796,188065,,,,1992,1970-01-01 00:00:00.002448752,131,1515.0,11.0,Powerline,1970-01-01 00:00:00.002448752,131.0,1645.0,8.0,B,45.915,-91.3196,WI,,
186131,188402,0067,,,1997,1970-01-01 00:00:00.002450611,163,1209.0,11.0,Powerline,1970-01-01 00:00:00.002450611,163.0,1227.0,0.1,A,46.0422,-89.8432,WI,,
186280,188551,30,,,1999,1970-01-01 00:00:00.002451301,123,1435.0,11.0,Powerline,1970-01-01 00:00:00.002451301,123.0,1527.0,5.0,B,45.9791,-91.3224,WI,,
186281,188552,31,,,1999,1970-01-01 00:00:00.002451301,123,1452.0,11.0,Powerline,1970-01-01 00:00:00.002451301,123.0,1510.0,0.1,A,45.9777,-91.3224,WI,,
186325,188597,,,,1994,1970-01-01 00:00:00.002449458,106,1450.0,11.0,Powerline,1970-01-01 00:00:00.002449458,106.0,1500.0,0.1,A,44.9,-88.6834,WI,,
186337,188612,,,,1994,1970-01-01 00:00:00.002449483,131,1250.0,11.0,Powerline,1970-01-01 00:00:00.002449483,131.0,1355.0,0.6,B,44.9,-88.7001,WI,,
186346,188622,,,,1994,1970-01-01 00:00:00.002449658,306,1230.0,11.0,Powerline,1970-01-01 00:00:00.002449658,306.0,1300.0,0.1,A,44.8833,-88.6334,WI,,
186348,188624,GODIHOPE,,,1994,1970-01-01 00:00:00.002449673,321,1514.0,11.0,Powerline,1970-01-01 00:00:00.002449673,321.0,1600.0,0.1,A,44.8833,-88.6501,WI,,
186350,188626,CASINOBYPA,,,1994,1970-01-01 00:00:00.002449674,322,1300.0,11.0,Powerline,1970-01-01 00:00:00.002449674,322.0,1402.0,0.1,A,44.8667,-88.6168,WI,,
186495,188776,IMONMYWAY,,,1998,1970-01-01 00:00:00.002450952,139,1355.0,11.0,Powerline,1970-01-01 00:00:00.002450952,139.0,1445.0,0.1,A,44.8833,-88.6334,WI,,
187501,189809,ARBON,,,1994,1970-01-01 00:00:00.002449566,214,1701.0,11.0,Powerline,1970-01-01 00:00:00.002449570,218.0,1900.0,528.0,E,42.6666,-112.6342,ID,,
187504,189848,WHEAT,,,1998,1970-01-01 00:00:00.002451016,203,1649.0,11.0,Powerline,1970-01-01 00:00:00.002451016,203.0,1708.0,39.4,C,42.8467,-112.6161,ID,,
187569,189955,BOTTOM,,,1992,1970-01-01 00:00:00.002448852,231,1618.0,11.0,Powerline,1970-01-01 00:00:00.002448852,231.0,1800.0,0.7,B,45.9999,-116.001,ID,,
187699,190086,IRVINE,,,1992,1970-01-01 00:00:00.002448864,243,1125.0,11.0,Powerline,1970-01-01 00:00:00.002448864,243.0,1423.0,95.0,C,47.6744,-114.2887,MT,,
187733,190120,BIGBEND#2,,,1994,1970-01-01 00:00:00.002449543,191,2320.0,11.0,Powerline,1970-01-01 00:00:00.002449544,192.0,1231.0,2.9,B,47.4819,-114.369,MT,,
187930,190319,BPA,,,1999,1970-01-01 00:00:00.002451445,267,1050.0,11.0,Powerline,1970-01-01 00:00:00.002451445,267.0,1200.0,0.1,A,47.5641,-114.5774,MT,,
187938,190327,POWER POLE,,,1992,1970-01-01 00:00:00.002448651,30,1024.0,11.0,Powerline,1970-01-01 00:00:00.002448651,30.0,1051.0,0.1,A,45.6332,-118.6178,OR,,
187942,190331,MEMORYY LN,,,1992,1970-01-01 00:00:00.002448748,127,1446.0,11.0,Powerline,1970-01-01 00:00:00.002448748,127.0,1458.0,0.2,A,45.6665,-118.7344,OR,,
187950,190339,ALEXANDER,,,1992,1970-01-01 00:00:00.002448801,180,1913.0,11.0,Powerline,1970-01-01 00:00:00.002448801,180.0,2300.0,0.5,B,45.6665,-118.8011,OR,,
187973,190362,HAWK,,,1992,1970-01-01 00:00:00.002448879,258,1023.0,11.0,Powerline,1970-01-01 00:00:00.002448879,258.0,1040.0,0.2,A,45.6499,-118.6011,OR,,
187982,190371,HALLSTC,,,1993,1970-01-01 00:00:00.002449179,192,1700.0,11.0,Powerline,1970-01-01 00:00:00.002449179,192.0,1804.0,0.1,A,45.6665,-118.7344,OR,,
187993,190382,SHORTMILE,,,1993,1970-01-01 00:00:00.002449225,238,1434.0,11.0,Powerline,1970-01-01 00:00:00.002449225,238.0,1505.0,0.1,A,45.6665,-118.6511,OR,,
187999,190388,MCCORMACK,,,1993,1970-01-01 00:00:00.002449331,344,900.0,11.0,Powerline,1970-01-01 00:00:00.002449331,344.0,950.0,29.3,C,45.6832,-118.7511,OR,,
188009,190398,YELLOWHAWK,,,1994,1970-01-01 00:00:00.002449582,230,1353.0,11.0,Powerline,1970-01-01 00:00:00.002449582,230.0,1430.0,0.1,A,45.6665,-118.6844,OR,,
188011,190400,SQUAW CREE,,,1994,1970-01-01 00:00:00.002449593,241,1316.0,11.0,Powerline,1970-01-01 00:00:00.002449596,244.0,1800.0,683.0,E,45.680557,-118.391389,OR,,
188055,190444,PETERSON,,,1996,1970-01-01 00:00:00.002450272,190,1732.0,11.0,Powerline,1970-01-01 00:00:00.002450272,190.0,1800.0,1.0,B,45.6499,-118.7511,OR,,
188060,190449,BRIDGE,,,1996,1970-01-01 00:00:00.002450279,197,1234.0,11.0,Powerline,1970-01-01 00:00:00.002450279,197.0,1600.0,0.1,A,45.6665,-118.6844,OR,,
188061,190450,TOVEY,,,1996,1970-01-01 00:00:00.002450279,197,1236.0,11.0,Powerline,1970-01-01 00:00:00.002450279,197.0,1600.0,2.0,B,45.6665,-118.6678,OR,,
188062,190451,CRANE,,,1996,1970-01-01 00:00:00.002450279,197,1236.0,11.0,Powerline,1970-01-01 00:00:00.002450279,197.0,1815.0,1.8,B,45.6665,-118.6511,OR,,
188081,190470,NEZ,,,1996,1970-01-01 00:00:00.002450324,242,2310.0,11.0,Powerline,1970-01-01 00:00:00.002450325,243.0,120.0,0.1,A,45.4999,-118.7344,OR,,
188132,190521,GREY LANE,,,1999,1970-01-01 00:00:00.002451336,158,1530.0,11.0,Powerline,1970-01-01 00:00:00.002451336,158.0,1731.0,0.1,A,45.6832,-118.4886,OR,,
188133,190522,WALAWALA68,,,1999,1970-01-01 00:00:00.002451336,158,1537.0,11.0,Powerline,1970-01-01 00:00:00.002451336,158.0,1545.0,0.1,A,45.679,-118.5552,OR,,
188152,190541,JAYS DOGS,,,1999,1970-01-01 00:00:00.002451449,271,1450.0,11.0,Powerline,1970-01-01 00:00:00.002451449,271.0,1505.0,0.1,A,45.6151,-118.6844,OR,,
188314,190703,POWERLINE,,,1994,1970-01-01 00:00:00.002449522,170,1119.0,11.0,Powerline,1970-01-01 00:00:00.002449522,170.0,1130.0,0.1,A,44.7498,-121.2512,OR,,
188315,190704,TRANSFORM,,,1994,1970-01-01 00:00:00.002449522,170,1129.0,11.0,Powerline,1970-01-01 00:00:00.002449522,170.0,1235.0,0.1,A,44.7498,-121.2512,OR,,
188390,190779,MILLER HT.,,,1995,1970-01-01 00:00:00.002449940,223,1358.0,11.0,Powerline,1970-01-01 00:00:00.002449940,223.0,1405.0,0.1,A,44.7665,-121.2678,OR,,
188394,190783,CATCHURCH2,,,1995,1970-01-01 00:00:00.002449945,228,1130.0,11.0,Powerline,1970-01-01 00:00:00.002449945,228.0,1145.0,0.1,A,44.7498,-121.2678,OR,,
188421,190810,PISTOL RNG,,,1996,1970-01-01 00:00:00.002450240,158,1402.0,11.0,Powerline,1970-01-01 00:00:00.002450240,158.0,2000.0,2.5,B,44.7832,-121.3345,OR,,
188441,190830,NO SHIRT,,,1996,1970-01-01 00:00:00.002450270,188,2013.0,11.0,Powerline,1970-01-01 00:00:00.002450270,188.0,2119.0,0.3,B,44.8332,-121.1845,OR,,
188546,190939,TRANSFORM,,,1997,1970-01-01 00:00:00.002450723,275,1656.0,11.0,Powerline,1970-01-01 00:00:00.002450723,275.0,1700.0,0.1,A,44.7498,-121.0012,OR,,
188629,191022,BEAVER CRK,,,1998,1970-01-01 00:00:00.002451081,268,2106.0,11.0,Powerline,1970-01-01 00:00:00.002451081,268.0,2200.0,0.1,A,44.9623,-121.4206,OR,,
188633,191026,MP 95,,,1998,1970-01-01 00:00:00.002451102,289,1833.0,11.0,Powerline,1970-01-01 00:00:00.002451102,289.0,1939.0,0.1,A,44.8368,-121.3845,OR,,
188809,191204,WS SIGN,,,1999,1970-01-01 00:00:00.002451415,237,714.0,11.0,Powerline,1970-01-01 00:00:00.002451415,237.0,819.0,0.2,A,44.7685,-121.2637,OR,,
188855,191251,BLOCK 28,,,1992,1970-01-01 00:00:00.002448776,155,1330.0,11.0,Powerline,1970-01-01 00:00:00.002448776,155.0,1630.0,0.1,A,48.0849,-118.7278,WA,,
188870,191266,KELLER PAR,,,1992,1970-01-01 00:00:00.002448798,177,2230.0,11.0,Powerline,1970-01-01 00:00:00.002448799,178.0,220.0,0.1,A,48.0415,-118.6628,WA,,
188969,191365,DOWN POWER,,,1992,1970-01-01 00:00:00.002448884,263,2000.0,11.0,Powerline,1970-01-01 00:00:00.002448885,264.0,1800.0,50.0,C,48.2099,-119.7012,WA,,
188993,191389,HIDEOUT RA,,,1993,1970-01-01 00:00:00.002449152,165,1300.0,11.0,Powerline,1970-01-01 00:00:00.002449152,165.0,1415.0,0.5,B,47.9699,-118.8211,WA,,
188996,191392,SHOESTRING,,,1993,1970-01-01 00:00:00.002449156,169,1530.0,11.0,Powerline,1970-01-01 00:00:00.002449156,169.0,1800.0,0.3,B,48.2299,-119.7212,WA,,
188997,191393,TWIN LAKE1,,,1993,1970-01-01 00:00:00.002449158,171,600.0,11.0,Powerline,1970-01-01 00:00:00.002449158,171.0,800.0,0.1,A,48.2732,-118.3611,WA,,
189020,191416,PETER DAN,,,1993,1970-01-01 00:00:00.002449178,191,730.0,11.0,Powerline,1970-01-01 00:00:00.002449178,191.0,930.0,0.5,B,48.0265,-118.6195,WA,,
189046,191442,QUAKEN ASP,,,1993,1970-01-01 00:00:00.002449242,255,1130.0,11.0,Powerline,1970-01-01 00:00:00.002449243,256.0,1800.0,15.0,C,48.3465,-119.3128,WA,,
189047,191443,TWIN LAKES,,,1993,1970-01-01 00:00:00.002449242,255,1500.0,11.0,Powerline,1970-01-01 00:00:00.002449242,255.0,1652.0,0.1,A,48.3032,-118.3628,WA,,
189080,191476,KRAMER,,,1994,1970-01-01 00:00:00.002449459,107,1735.0,11.0,Powerline,1970-01-01 00:00:00.002449459,107.0,1800.0,0.1,A,48.2732,-119.5478,WA,,
189088,191484,ROUND LK,,,1994,1970-01-01 00:00:00.002449502,150,1500.0,11.0,Powerline,1970-01-01 00:00:00.002449502,150.0,1630.0,0.1,A,48.3032,-118.3394,WA,,
189124,191520,ELMER CITY,,,1994,1970-01-01 00:00:00.002449549,197,707.0,11.0,Powerline,1970-01-01 00:00:00.002449549,197.0,830.0,0.5,B,47.9982,-118.9445,WA,,
189129,191525,KELLER PAR,,,1994,1970-01-01 00:00:00.002449551,199,2140.0,11.0,Powerline,1970-01-01 00:00:00.002449551,199.0,2300.0,0.1,A,48.0415,-118.6628,WA,,
189131,191527,LAKEVIEW O,,,1994,1970-01-01 00:00:00.002449555,203,800.0,11.0,Powerline,1970-01-01 00:00:00.002449555,203.0,1155.0,1.0,B,48.0099,-119.6562,WA,,
189143,191539,TIMBERLINE,,,1994,1970-01-01 00:00:00.002449564,212,840.0,11.0,Powerline,1970-01-01 00:00:00.002449564,212.0,1130.0,0.3,B,48.3599,-119.2895,WA,,
189149,191545,ROGERS BAR,,,1994,1970-01-01 00:00:00.002449567,215,2000.0,11.0,Powerline,1970-01-01 00:00:00.002449567,215.0,2359.0,0.5,B,48.0549,-118.2744,WA,,
189159,191555,N TWIN RES,,,1994,1970-01-01 00:00:00.002449571,219,2206.0,11.0,Powerline,1970-01-01 00:00:00.002449571,219.0,2319.0,0.1,A,48.2732,-118.3611,WA,,
189248,191644,MONSE 1,,,1995,1970-01-01 00:00:00.002449907,190,1843.0,11.0,Powerline,1970-01-01 00:00:00.002449907,190.0,1950.0,0.5,B,48.1193,-119.6759,WA,,
189254,191650,MICHEL FIR,,,1995,1970-01-01 00:00:00.002449913,196,100.0,11.0,Powerline,1970-01-01 00:00:00.002449913,196.0,300.0,0.3,B,48.3466,-118.2528,WA,,
189339,191735,SMITH CK,,,1996,1970-01-01 00:00:00.002450287,205,1246.0,11.0,Powerline,1970-01-01 00:00:00.002450287,205.0,1323.0,0.1,A,48.2832,-119.0095,WA,,
189359,191755,FIFERS,,,1996,1970-01-01 00:00:00.002450306,224,1525.0,11.0,Powerline,1970-01-01 00:00:00.002450316,234.0,2109.0,274.0,D,48.2999,-118.2678,WA,,
189362,191758,HWY 17,,,1996,1970-01-01 00:00:00.002450314,232,600.0,11.0,Powerline,1970-01-01 00:00:00.002450314,232.0,825.0,0.1,A,48.0499,-119.6678,WA,,
189410,191806,NESP CK N,,,1997,1970-01-01 00:00:00.002450617,169,1700.0,11.0,Powerline,1970-01-01 00:00:00.002450617,169.0,1800.0,0.1,A,48.2474,-118.9761,WA,,
189422,191818,ALLEN ABE,,,1997,1970-01-01 00:00:00.002450639,191,319.0,11.0,Powerline,1970-01-01 00:00:00.002450639,191.0,758.0,0.1,A,48.3488,-119.1903,WA,,
189437,191833,DUMP,,,1997,1970-01-01 00:00:00.002450652,204,1338.0,11.0,Powerline,1970-01-01 00:00:00.002450652,204.0,1417.0,0.1,A,48.1368,-119.0067,WA,,
189466,191862,CAMP DISAU,,,1997,1970-01-01 00:00:00.002450675,227,1310.0,11.0,Powerline,1970-01-01 00:00:00.002450675,227.0,2158.0,0.6,B,48.3652,-119.237,WA,,
189476,191872,TWIN LAKES,,,1997,1970-01-01 00:00:00.002450693,245,230.0,11.0,Powerline,1970-01-01 00:00:00.002450693,245.0,436.0,0.1,A,48.2799,-118.3689,WA,,
189504,191900,DUMP FIRE,,,1998,1970-01-01 00:00:00.002450995,182,1515.0,11.0,Powerline,1970-01-01 00:00:00.002450995,182.0,1600.0,0.1,A,48.1427,-119.0086,WA,,
189514,191910,13 MILE PO,,,1998,1970-01-01 00:00:00.002450997,184,1544.0,11.0,Powerline,1970-01-01 00:00:00.002450997,184.0,1753.0,0.1,A,48.4354,-118.7372,WA,,
189573,191969,JIM CK,,,1998,1970-01-01 00:00:00.002451038,225,950.0,11.0,Powerline,1970-01-01 00:00:00.002451038,225.0,1041.0,0.1,A,48.3649,-118.1986,WA,,
189653,192049,MALOTT 2,,,1999,1970-01-01 00:00:00.002451358,180,1408.0,11.0,Powerline,1970-01-01 00:00:00.002451358,180.0,2034.0,0.7,B,48.2549,-119.7192,WA,,
189654,192050,MALOTT 3,,,1999,1970-01-01 00:00:00.002451358,180,1408.0,11.0,Powerline,1970-01-01 00:00:00.002451358,180.0,2034.0,0.5,B,48.2549,-119.7192,WA,,
189655,192051,MALOTT 4,,,1999,1970-01-01 00:00:00.002451358,180,1408.0,11.0,Powerline,1970-01-01 00:00:00.002451358,180.0,2034.0,4.3,B,48.2549,-119.7192,WA,,
189656,192052,MALOTT 1,,,1999,1970-01-01 00:00:00.002451358,180,1408.0,11.0,Powerline,1970-01-01 00:00:00.002451358,180.0,2034.0,0.7,B,48.2549,-119.7192,WA,,
189695,192091,JACK WELLS,,,1999,1970-01-01 00:00:00.002451397,219,1910.0,11.0,Powerline,1970-01-01 00:00:00.002451398,220.0,1600.0,10.9,C,48.0232,-119.6048,WA,,
